Name;Mass;num-amide;num-OC;num-NC;#theo;#exper;TopID;Derep+ scr;Derep+ rank;Derep-g scr;Derep-g rank;Derep scr;Derep rank;#matches;MF1;#isomers;dnp-class;SMILES1;MF2;SMILES2
NCGC00347504-02_C18H20N2O9_Uridine__2'-(4-hydroxy-2-methoxy-6-methylbenzoate)_M+H;408.117;4;9;5;24;42;Egonol_2S-Methylbutanoyl;5;1;4;1;1;16;1482;C18H20N2O9;1;none;COC1=CC(=CC(=C1C(=O)O[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2N3\C=C/C(=O)NC3=O)C)O;C24H26O6;[H]C1=C(OC2=C1C([H])=C(C([H])=C2OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C1=C([H])C2=C(OC([H])([H])O2)C([H])=C1[H]
NCGC00347391-02_C22H26N2O4_2H-2_7a-Methanoindolo[2_3-a]quinolizine-13-carboxylic_acid__3-ethylidene-1_3_4_6_7_12b-hexahydro-13-(hydroxymethyl)-9-methoxy-__methyl_ester__(2S_3E_7aS)-_M+H;382.189;2;5;4;6;163;Brasiliamide_D_N1-De-Ac;5;3;3;9;1;41;1665;C22H26N2O4;26;Alcaloids;COC(=O)C1(CO)[C@H]\2CC\3N(CC[C@@]14C3=N\C5=CC=C(OC)C=C45)CC2=C/C;C22H26N2O4;[H]N1C([H])([H])C([H])(N(C(=O)C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1=C([H])C(OC([H])([H])[H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
NCGC00347358-02_C38H58O15_Card-20(22)-enolide__1-(acetyloxy)-3-[[(1R)-4-O-(6-deoxy-3-O-methylhexopyranosyl)hexopyranosyl]oxy]-14-hydroxy-__(1beta_3beta_8xi_9xi)-_M+H;754.378;2;20;0;18;73;1_3_14-Trihydroxycard-20(22)-enolide_1-Ac__3-O-[Ô_-D-glucopyranosyl-(1Šæê4)-6-deoxy-3-O-methyl-Ô±-L-talopyranoside];5;2;2;12;0;354;557;C38H58O15;6;none;COC1C(O)C(C)OC(OC2C(O)C(O)[C@H](O[C@@H]3CC4CCC5C(CC[C@]6(C)[C@H](CC[C@]56O)\C7=C\C(=O)OC7)[C@@]4(C)[C@@H](C3)OC(C)=O)OC2CO)C1O;C38H58O15;[H]OC([H])([H])C1([H])OC([H])(OC2([H])C([H])(OC([H])(OC3([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C4(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C5([H])C4([H])C([H])([H])C([H])([H])C4(C([H])([H])[H])C([H])(C6=C([H])C(=O)OC6([H])[H])C([H])([H])C([H])([H])C54O[H])C3([H])[H])C([H])(O[H])C2([H])OC([H])([H])[H])C([H])([H])[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
NCGC00263645-02_C11H15N5O3S__M+H;297.09;1;4;7;12;105;NCGC00263645-02_C11H15N5O3S__M+H;5;1;2;23;-1;1492;1492;C11H15N5O3S;5;Carbohydrates;CSCC1OC(C(O)C1O)[N]2C=NC3=C2N=CN=C3N;C11H15N5O3S;[H]OC1([H])C([H])(OC([H])(C([H])([H])SC([H])([H])[H])C1([H])O[H])N1C([H])=NC2=C1N=C([H])N=C2N([H])[H]
NCGC00180855-02_C23H36O4_2-Pentenoic_acid__3-[(acetyloxy)methyl]-5-[(1R_4aR_8aR)-decahydro-5_5_8a-trimethyl-2-methylene-1-naphthalenyl]-__methyl_ester__(2Z)-_M+H;376.261;3;4;0;8;72;Manadoperoxide_E_Manadoperoxide_E;5;12;3;13;2;1;1577;C23H36O4;16;Terpenoids;COC(=O)\C=C(\CC[C@@H]1C(=C)CC[C@@H]2C(C)(C)CCC[C@@]12C)COC(C)=O;C19H34O7;[H]OC([H])(C([H])=C(C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(OC([H])([H])[H])OOC([H])(C([H])([H])C(=O)OC([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H]
NCGC00180844-02!(E)-3-[4-methoxy-2-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic_acid_M+H;356.111;1;11;0;10;18;NCGC00180844-02!(E)-3-[4-methoxy-2-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic_acid_M+H;5;1;2;34;-1;1722;1722;C16H20O9;9;Carbohydrates;COC1=CC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C(\C=C\C(O)=O)C=C1;C16H20O9;[H]OC(=O)C([H])=C([H])C1=C(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C([H])=C(OC([H])([H])[H])C([H])=C1[H]
NCGC00180655-02!5_7-dihydroxy-3-[(2S_3R_4S_5R_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3_4_5-trihydroxyphenyl)chromen-4-one_M+H;480.09;1;15;0;6;37;NCGC00180655-02!5_7-dihydroxy-3-[(2S_3R_4S_5R_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3_4_5-trihydroxyphenyl)chromen-4-one_M+H;5;1;3;1;-1;1294;1294;C21H20O13;5;Flavonoids;OC[C@H]1O[C@@H](OC2=C(OC3=C(C2=O)C(O)=CC(O)=C3)C4=CC(O)=C(O)C(O)=C4)[C@H](O)[C@@H](O)[C@H]1O;C21H20O13;[H]OC1=C([H])C2=C(C(O[H])=C1[H])C(=O)C(O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])=C(O2)C1=C([H])C(O[H])=C(O[H])C(O[H])=C1[H]
NCGC00180170-02_C32H41N3O7_5H_12H-3_4-Dioxa-5a_11a_15a-triazacyclooct[lm]indeno[5_6-b]fluorene-11_15(2H_13H)-dione__1_10_10a_14_14a_15b-hexahydro-10a-hydroxy-7-methoxy-2_2-dimethyl-10-[(3-methyl-2-buten-1-yl)oxy]-5-(2-methyl-1-propen-1-yl)-__(5R_10S_10aR_14aS_15bS)-_M+H;579.294;2;7;9;18;66;NCGC00180170-02_C32H41N3O7_5H_12H-3_4-Dioxa-5a_11a_15a-triazacyclooct[lm]indeno[5_6-b]fluorene-11_15(2H_13H)-dione__1_10_10a_14_14a_15b-hexahydro-10a-hydroxy-7-methoxy-2_2-dimethyl-10-[(3-methyl-2-buten-1-yl)oxy]-5-(2-methyl-1-propen-1-yl)-__(5R_10S_10aR_14aS_15bS)-_M+H;5;1;2;14;1;49;1038;C32H41N3O7;2;none;COC1=CC2=C(C=C1)C3=C4[C@H](CC(C)(C)OO[C@H](C=C(C)C)[N]24)N5C(=O)[C@@H]6CCCN6C(=O)[C@]5(O)[C@H]3OCC=C(C)C;C32H41N3O7;[H]O[C@@]12N(C(=O)[C@@]3([H])N(C1=O)C([H])([H])C([H])([H])C3([H])[H])[C@]1([H])C3=C(C4=C(C([H])=C(OC([H])([H])[H])C([H])=C4[H])N3[C@]([H])(OOC(C([H])([H])[H])(C([H])([H])[H])C1([H])[H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@]2([H])OC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
NCGC00180154-02![6-[[1a-(hydroxymethyl)-2-[3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2_5a_6_6a-tetrahydro-1bH-oxireno[5_6]cyclopenta[1_3-c]pyran-6-yl]oxy]-4_5-dihydroxy-2-methyloxan-3-yl]_(E)-3-(4-methoxyphenyl)prop-2-enoate_M+H;668.232;2;23;0;18;49;Acylsucroses_6'-O-(4-Hydroxy-3-methoxy-E-cinnamoyl)__1'-O-(4-hydroxy-E-cinnamoyl);5;3;4;1;1;27;734;C31H40O16;9;Terpenoids;COC1=CC=C(\C=C\C(=O)OC2C(C)OC(OC3C4OC4(CO)C5C3C=COC5OC6OC(CO)C(O)C(O)C6O)C(O)C2O)C=C1;C31H36O16;[H]OC1=C([H])C([H])=C(C([H])=C([H])C(=O)OC([H])([H])C2(OC3([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])OC([H])(C([H])([H])OC(=O)C([H])=C([H])C3=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C3[H])C([H])(O[H])C2([H])O[H])C([H])=C1[H]
NCGC00180025-03!(2R_3S_4S_5R_6S)-2-[[(2S_3R_4R)-3_4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(3_4_5-trimethoxyphenoxy)oxane-3_4_5-triol_M+H;478.169;1;20;0;14;34;1-(3_4-Dihydroxyphenyl)-1_2_3-propanetriol_3'-Me_ether__3-O-(6-O-benzoyl-Ô_-D-glucopyranoside)_(1);5;26;3;21;-1;1315;1315;C20H30O13;13;Simple_Aromatic_Natural_Products;COC1=CC(O[C@@H]2O[C@H](CO[C@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1OC;C23H28O11;[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])C([H])(O[H])C([H])(O[H])C([H])([H])OC1([H])OC([H])(C([H])([H])OC(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
NCGC00179992-02!3-[3-[4_5-dihydroxy-6-(hydroxymethyl)-3-[3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4_5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3_4-dihydroxyphenyl)-5_7-dihydroxychromen-4-one_M+H;788.201;1;28;0;14;45;3_3'_4'_5_5'_7-Hexahydroxyflavylium(1+)_3_3'_7-Tri-O-Ô_-D-glucopyranoside;5;9;4;1;-1;466;466;C33H40O22;9;none;OCC1OC(OC2C(O)C(O)C(CO)OC2OC3C(O)C(O)C(CO)OC3OC4=C(OC5=C(C4=O)C(O)=CC(O)=C5)C6=CC(O)=C(O)C=C6)C(O)C(O)C1O;C33H41O22;[H]OC1=C([H])C(=[O]C2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])=C2OC(=C(OC3([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])C([H])=C12)C1=C([H])C(O[H])=C(O[H])C(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])=C1[H]
NCGC00179942-02![4_5-dihydroxy-6-(hydroxymethyl)-2-[2_4_6-trihydroxy-3-(4-hydroxybenzoyl)phenyl]oxan-3-yl]_3_4_5-trihydroxybenzoate_M+H;560.117;2;14;0;6;50;2_4_4'_6-Tetrahydroxybenzophenone_2-O-[3_4_5-Trihydroxybenzoyl-(Šæê6)-Ô_-D-glucopyranoside];5;2;4;2;2;2;1082;C26H24O14;6;none;OCC1OC(C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C1O)C3=C(O)C(C(=O)C4=CC=C(O)C=C4)=C(O)C=C3O;C26H24O14;[H]OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C1=C(O[H])C([H])=C(O[H])C([H])=C1OC1([H])OC([H])(C([H])([H])OC(=O)C2=C([H])C(O[H])=C(O[H])C(O[H])=C2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
NCGC00179819-03_C25H30O9_(4R_6aR_9S_9aR_9bR)-9-Methyl-3_6-bis(methylene)-2_8-dioxododecahydroazuleno[4_5-b]furan-4-yl_(2E)-4-hydroxy-2-({[(2E)-4-hydroxy-2-methyl-2-butenoyl]oxy}methyl)-2-butenoate_M+H;474.189;3;8;0;10;54;NCGC00179819-03_C25H30O9_(4R_6aR_9S_9aR_9bR)-9-Methyl-3_6-bis(methylene)-2_8-dioxododecahydroazuleno[4_5-b]furan-4-yl_(2E)-4-hydroxy-2-({[(2E)-4-hydroxy-2-methyl-2-butenoyl]oxy}methyl)-2-butenoate_M+H;5;1;3;3;1;9;1308;C25H30O9;14;Terpenoids;C[C@H]1[C@@H]2[C@H]3OC(=O)C(=C)C3[C@@H](CC(=C)[C@@H]2CC1=O)OC(=O)\C(COC(=O)\C(C)=C\CO)=C\CO;C25H30O9;[H]OC([H])([H])C([H])=C(C(=O)OC([H])([H])C(=C([H])C([H])([H])O[H])C(=O)O[C@]1([H])C([H])([H])C(=C([H])[H])[C@]2([H])C([H])([H])C(=O)[C@@]([H])(C([H])([H])[H])[C@]2([H])[C@@]2([H])OC(=O)C(=C([H])[H])C12[H])C([H])([H])[H]
NCGC00178573-02!2-[2-(3_4-dimethoxyphenyl)ethyl]-4-methoxy-2_3-dihydropyran-6-one_M+H;292.131;1;8;0;6;28;3-(3_4-Dihydroxyphenyl)-2-propen-1-ol_4'-O-(3-Methyl-1_3-butadienyl)(Z-)__3'-Me_ether__1-Ac;5;10;1;169;-1;1366;1366;C16H20O5;13;polyketides;COC1=CC(=O)OC(CCC2=CC(OC)=C(OC)C=C2)C1;C17H20O4;[H]C([H])=C(C([H])=C([H])OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C([H])C([H])([H])OC(=O)C([H])([H])[H])C([H])=C1[H])C([H])([H])[H]
NCGC00170025-02!N-(1-hydroxy-3-phenylpropan-2-yl)benzamide_M+H;255.126;2;1;2;6;48;2-Amino-3-hydroxy-4-methylpentanoic_acid_N-Benzoyl;5;1;3;3;1;36;1243;C16H17NO2;13;aminoacids/peptides;OCC(CC1=CC=CC=C1)NC(=O)C2=CC=CC=C2;C13H17NO4;[H]OC(=O)C([H])(N([H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(O[H])C([H])(C([H])([H])[H])C([H])([H])[H]
NCGC00169928-02_C25H24O13_(6aR_12aR)-6a_12a-Dihydro-6H-[1_3]dioxolo[5_6][1]benzofuro[3_2-c]chromen-3-yl_6-O-(carboxyacetyl)-beta-D-glucopyranoside_M+H;532.122;2;18;0;15;79;2'_3_3'_4_4'-Pentahydroxychalcone_4'-O-(6-O-Malonyl-Ô_-D-glucopyranoside);5;1;3;3;1;37;1181;C25H24O13;10;none;O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC3=C(C=C2)[C@@H]4OC5=C(C=C6OCOC6=C5)[C@@H]4CO3)[C@@H]1O;C24H24O14;[H]OC(=O)C([H])([H])C(=O)OC([H])([H])C1([H])OC([H])(OC2=C(O[H])C(O[H])=C(C([H])=C2[H])C(=O)C([H])=C([H])C2=C([H])C(O[H])=C(O[H])C([H])=C2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
NCGC00169906-03_C30H36O9_2H-Cyclopenta[b]naphtho[2_3-d]furan-10-acetic_acid__5-(acetyloxy)-2-(3-furanyl)-3_3a_4a_5_5a_6_9_9a_10_10a-decahydro-6-(methoxycarbonyl)-1_6_9a_10a-tetramethyl-9-oxo-__methyl_ester__(2R_3aR_4aS_5R_6R_9aR_10S_10aR)-_M+H;540.236;4;10;0;10;73;3_5-Iridadiene-1_7_8_10_11-pentol_7-O-(3-Methylpentanoyl)__1-O-(3-methyl-2-butenoyl)__10-O-(3-methylbutanoyl)__11-Ac;5;10;2;19;1;11;1134;C30H36O9;9;none;COC(=O)C[C@H]1[C@@]/2(C)[C@H](O[C@@H]3C[C@H](\C(=C23)C)C4=COC=C4)[C@H](OC(C)=O)C5[C@@](C)(\C=C/C(=O)[C@]15C)C(=O)OC;C28H40O10;[H]OC1(C([H])([H])OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])=C2C(=C([H])OC([H])(OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H])C12[H])C([H])([H])OC(=O)C([H])([H])[H]
NCGC00169827-03!(2E_4E)-12-hydroxy-13-(hydroxymethyl)-3_5_7-trimethyltetradeca-2_4-dienedioic_acid_M+H;342.204;1;4;0;2;44;Gingerdiols_3-Epimer__3-Ac;5;6;1;164;-1;1686;1686;C18H30O6;6;none;CC(CCCCC(O)C(CO)C(O)=O)C\C(C)=C\C(C)=C\C(O)=O;C19H30O5;[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
NCGC00169797-03![3_4_5-trihydroxy-6-[4-hydroxy-2-[(1_2_3_6-tetrahydroxycyclohexanecarbonyl)oxymethyl]phenoxy]oxan-2-yl]methyl_benzoate_M+H;580.179;3;16;0;14;25;NCGC00169797-03![3_4_5-trihydroxy-6-[4-hydroxy-2-[(1_2_3_6-tetrahydroxycyclohexanecarbonyl)oxymethyl]phenoxy]oxan-2-yl]methyl_benzoate_M+H;5;1;4;6;1;60;1046;C27H32O14;26;none;OC1CCC(O)C(O)(C1O)C(=O)OCC2=C(OC3OC(COC(=O)C4=CC=CC=C4)C(O)C(O)C3O)C=CC(O)=C2;C27H32O14;[H]OC1=C([H])C(=C(OC2([H])OC([H])(C([H])([H])OC(=O)C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])=C1[H])C([H])([H])OC(=O)C1(O[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])(O[H])C1([H])O[H]
NCGC00169660-02_C22H30O3_2-Hydroxy-6-[(8Z_11Z)-8_11_14-pentadecatrien-1-yl]benzoic_acid_M+H;342.219;1;2;0;2;37;6-Hydroxy-9_12-octadecadienoic_acid_6-Ac;5;2;2;16;-1;1685;1685;C22H30O3;9;Terpenoids;OC(=O)C1=C(CCCCCCC\C=C/C/C=C\CC=C)C=CC=C1O;C20H34O4;[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
NCGC00169628-03_C23H36O6_1-Naphthaleneheptanoic_acid__1_2_6_7_8_8a-hexahydro-beta_delta-dihydroxy-2-methyl-8-(2-methyl-1-oxobutoxy)-__(betaR_deltaR_1S_2S_8S_8aR)-_M+H;408.251;2;5;0;6;87;14_20-Tricosadiene-3_5_10_12_22-pentayne-1_2-diol__9CI_1-O-Sulfate;5;6;2;12;0;772;1470;C23H36O6;9;none;CCC(C)C(=O)O[C@H]1CC\C=C2\C=C/[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12;C23H24O5S;[H]OC([H])(C#CC#CC([H])([H])C([H])([H])C([H])([H])C#CC#CC([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C#C[H])C([H])([H])OS(=O)(=O)O[H]
NCGC00169578-03_C18H24O5_Propanoic_acid__2-methyl-__5-methyl-2-[2-[(2-methyl-1-oxopropoxy)methyl]oxiranyl]phenyl_ester_M+H;320.162;3;6;0;6;67;p-Mentha-1_3_5-triene-3_8_9_10-tetrol_3-Me_ether__9-O-(2-methylpropanoyl)__10-Ac;5;4;1;106;0;595;1509;C18H24O5;17;Terpenoids;CC(C)C(=O)OCC1(CO1)C2=C(OC(=O)C(C)C)C=C(C)C=C2;C17H24O6;[H]OC(C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])C([H])([H])[H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H]
NCGC00169550-02!(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide_M+H;313.131;2;4;2;10;37;NCGC00169550-02!(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide_M+H;5;1;3;3;1;18;1542;C18H19NO4;25;Alcaloids;COC1=C(O)C=CC(\C=C\C(=O)NCCC2=CC=C(O)C=C2)=C1;C18H19NO4;[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])N([H])C(=O)C([H])=C([H])C1=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C1[H]
NCGC00169547-02!3-[3-[(2R_3R_4R)-3_4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4_5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3_4-dihydroxyphenyl)-5_7-dihydroxychromen-4-one_M+H;596.138;1;20;0;10;46;3'_4'_5_6_7-Pentahydroxyflavone_7-O-[3_4-Dihydroxybenzoyl-(Šæê6)-Ô_-D-glucopyranoside];5;3;4;4;-1;1012;1012;C26H28O16;6;Flavonoids;OCC1OC(OC2=C(OC3=C(C2=O)C(O)=CC(O)=C3)C4=CC(O)=C(O)C=C4)C(O[C@H]5OC[C@](O)(CO)[C@H]5O)C(O)C1O;C28H24O15;[H]OC1=C(O[H])C([H])=C(C([H])=C1[H])C(=O)OC([H])([H])C1([H])OC([H])(OC2=C(O[H])C(O[H])=C3C(=O)C([H])=C(OC3=C2[H])C2=C([H])C(O[H])=C(O[H])C([H])=C2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
NCGC00169462-02!17-(2_6-dihydroxy-6-methyl-3-oxoheptan-2-yl)-2_16-dihydroxy-4_4_9_13_14-pentamethyl-3-[3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1_2_3_7_8_10_12_15_16_17-decahydrocyclopenta[a]phenanthren-11-one_M+H;682.393;1;12;0;6;56;Mytiloxanthin_19-Butanoyloxy;5;7;2;18;-1;741;741;C36H58O12;4;Terpenoids;CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C;C44H60O6;[H]OC(=C([H])C(=O)C1(C([H])([H])[H])C([H])([H])C([H])(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C(=C([H])C([H])=C([H])C(=C([H])C([H])=C([H])C([H])=C(C([H])=C([H])C([H])=C(C#CC1=C(C([H])([H])[H])C([H])([H])C([H])(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
NCGC00169378-02!(E)-N-[2-hydroxy-2-(4-methoxyphenyl)ethyl]-3-phenylprop-2-enamide_M+H;297.136;2;3;2;10;66;Citrulline_2-N-Benzoyl__Me_ester;5;4;2;31;1;34;1480;C18H19NO3;20;none;COC1=CC=C(C=C1)C(O)CNC(=O)\C=C\C2=CC=CC=C2;C14H19N3O4;[H]OC(=N[H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(N([H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)OC([H])([H])[H]
NCGC00169336-02_C24H28O12_2-Propenoic_acid__3-(4-hydroxyphenyl)-__[(1aS_1bS_2S_5aR_6S_6aS)-2-(beta-D-glucopyranosyloxy)-1b_5a_6_6a-tetrahydro-6-hydroxyoxireno[4_5]cyclopenta[1_2-c]pyran-1a(2H)-yl]methyl_ester__(2E)-_M+H;508.158;2;16;0;10;67;2-Hydroxy-2-(4-hydroxybenzyl)butanedioic_acid_4-(4-Ô_-D-Glucopyranosyloxybenzyl)_ester;5;7;4;7;1;23;1285;C24H28O12;15;Terpenoids;OC[C@H]1O[C@@H](O[C@@H]2O\C=C/[C@H]3[C@H](O)[C@@H]4O[C@]4(COC(=O)\C=C\C5=CC=C(O)C=C5)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O;C24H28O12;[H]OC(=O)C(O[H])(C([H])([H])C(=O)OC([H])([H])C1=C([H])C([H])=C(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]
NCGC00169323-02!(2R_3R)-3_5-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-7-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2_3-dihydrochromen-4-one_M+H;518.179;1;13;0;6;36;NCGC00169323-02!(2R_3R)-3_5-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-7-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2_3-dihydrochromen-4-one_M+H;5;1;2;16;-1;1163;1163;C26H30O11;11;Flavonoids;CC(C)=CCC1=C2O[C@@H]([C@@H](O)C(=O)C2=C(O)C=C1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C4=CC=C(O)C=C4;C26H30O11;[H]OC1=C([H])C([H])=C(C([H])=C1[H])[C@@]1([H])OC2=C(C(O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])=C([H])C(O[H])=C2C(=O)[C@]1([H])O[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
NCGC00169169-02![3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]_3_4_5-trimethoxybenzoate_M+H;374.121;2;14;0;10;18;3-(3_4_5-Trihydroxyphenyl)-1-propanol_3'-Me_ether__1-O-(4-hydroxy-3-methoxy-E-cinnamoyl);5;7;3;14;1;11;1626;C16H22O10;6;Terpenoids;COC1=CC(=CC(OC)=C1OC)C(=O)OC2OC(CO)C(O)C(O)C2O;C20H22O7;[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C2=C([H])C(O[H])=C(O[H])C(OC([H])([H])[H])=C2[H])C([H])=C1[H]
