Name	Mass	num-amide	num-OC	num-NC	#theo	#exper	TopID	Derep+ scr	Derep+ rank	Derep-g scr	Derep-g rank	Derep scr	Derep rank	#matches	MF1	#isomers	dnp-class	SMILES1	MF2	SMILES2	fingerprint	MFagreement	SMILES1_FP1	SMILES2_FP2
NCGC00347623-02_C36H56O14_Card-20(22)-enolide__3-[[(1R)-4-O-(6-deoxy-3-O-methylhexopyranosyl)hexopyranosyl]oxy]-1_14-dihydroxy-__(1beta_3beta_8xi_9xi)-_M+H	712.367	1.0	19.0	0.0	14.0	82.0	NCGC00180686-03_C36H56O14_Card-20(22)-enolide__3-[(6-deoxy-4-O-beta-D-glucopyranosyl-3-O-methyl-alpha-D-talopyranosyl)oxy]-1_14-dihydroxy-__(1beta_3beta_5beta_9xi)-_M+H	8.0	1.0	4.0	1.0	-1.0	633.0	633.0	C36H56O14	6.0	none	COC1C(O)C(C)OC(OC2C(O)C(O)[C@H](O[C@H]3C[C@@H](O)[C@@]4(C)C(CCC5C4CC[C@]6(C)[C@H](CC[C@]56O)\C7=C\C(=O)OC7)C3)OC2CO)C1O	C36H56O14	[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@]([H])(O[C@]([H])(O[C@@]3([H])C([H])([H])[C@@]([H])(O[H])[C@@]4(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]5([H])C4([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]([H])(C6=C([H])C(=O)OC6([H])[H])C([H])([H])C([H])([H])[C@]54O[H])C3([H])[H])[C@@]([H])(O[H])[C@@]2([H])OC([H])([H])[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]	1.0	Yes	COC1C(O)C(C)OC(OC2C(CO)OC(OC3CC(O)C4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)C(O)C2O)C1O	COC1C(O)C(OC2CC(O)C3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O
NCGC00347555-02!2-(21-amino-3_20-dihydroxydocosan-2-yl)oxy-6-(hydroxymethyl)oxane-3_4_5-triol_M+H	535.408	1.0	10.0	1.0	8.0	166.0	NCGC00347555-02!2-(21-amino-3_20-dihydroxydocosan-2-yl)oxy-6-(hydroxymethyl)oxane-3_4_5-triol_M+H	8.0	1.0	3.0	2.0	-1.0	1212.0	1212.0	C28H57NO8	2.0	none	CC(N)C(O)CCCCCCCCCCCCCCCCC(O)C(C)OC1OC(CO)C(O)C(O)C1O	C28H57NO8	[H]OC([H])([H])C1([H])OC([H])(OC([H])(C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(O[H])C([H])(N([H])[H])C([H])([H])[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	1.0	Yes	CC(N)C(O)CCCCCCCCCCCCCCCCC(O)C(C)OC1OC(CO)C(O)C(O)C1O	CC(N)C(O)CCCCCCCCCCCCCCCCC(O)C(C)OC1OC(CO)C(O)C(O)C1O
NCGC00347554-03!(5-benzoyloxy-1_2_6-trihydroxycyclohex-3-en-1-yl)methyl_benzoate_M+H	384.121	3.0	7.0	0.0	6.0	45.0	NCGC00347554-03!(5-benzoyloxy-1_2_6-trihydroxycyclohex-3-en-1-yl)methyl_benzoate_M+H	8.0	1.0	5.0	2.0	1.0	29.0	1699.0	C21H20O7	24.0	Aliphatic_natural_products	OC1C=CC(OC(=O)C2=CC=CC=C2)C(O)C1(O)COC(=O)C3=CC=CC=C3	C21H20O7	[H]OC1([H])C([H])=C([H])C([H])(OC(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])(O[H])C1(O[H])C([H])([H])OC(=O)C1=C([H])C([H])=C([H])C([H])=C1[H]	1.0	Yes	O=C(OCC1(O)C(O)C=CC(OC(=O)c2ccccc2)C1O)c1ccccc1	O=C(OCC1(O)C(O)C=CC(OC(=O)c2ccccc2)C1O)c1ccccc1
NCGC00347525-02!2-amino-5-[2-[[2_3-dihydroxy-2-(1-hydroxyethyl)butanoyl]oxymethyl]-4-hydroxyanilino]-5-oxopentanoic_acid_M+H	414.164	3.0	7.0	3.0	10.0	46.0	NCGC00347525-02!2-amino-5-[2-[[2_3-dihydroxy-2-(1-hydroxyethyl)butanoyl]oxymethyl]-4-hydroxyanilino]-5-oxopentanoic_acid_M+H	8.0	1.0	2.0	5.0	0.0	795.0	1517.0	C18H26N2O9	4.0	none	CC(O)C(O)(C(C)O)C(=O)OCC1=CC(O)=CC=C1NC(=O)CCC(N)C(O)=O	C18H26N2O9	[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C1=C([H])C([H])=C(O[H])C([H])=C1C([H])([H])OC(=O)C(O[H])(C([H])(O[H])C([H])([H])[H])C([H])(O[H])C([H])([H])[H]	1.0	Yes	CC(O)C(O)(C(=O)OCc1cc(O)ccc1NC(=O)CCC(N)C(=O)O)C(C)O	CC(O)C(O)(C(=O)OCc1cc(O)ccc1NC(=O)CCC(N)C(=O)O)C(C)O
NCGC00347423-03_C35H54O14_Card-20(22)-enolide__3-[(2-O-hexopyranosylhexopyranosyl)oxy]-14-hydroxy-__(3beta_5alpha_9xi)-_M+H	698.3510000000001	1.0	18.0	0.0	10.0	59.0	Glycerol_1_2-dialkanoates_3-O-[Ô±-D-Galactopyranosyl-(1Šæê6)-Ô±-D-galactopyranoside]	8.0	1.0	6.0	1.0	-1.0	651.0	651.0	C35H54O14	6.0	Steroids	C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3C2CC[C@]4(C)[C@H](CC[C@]34O)\C5=C\C(=O)OC5)OC6OC(CO)C(O)C(O)C6OC7OC(CO)C(O)C(O)C7O	C33H58O15	[H]OC([H])([H])C1([H])OC([H])(OC([H])([H])C2([H])OC([H])(OC([H])([H])C([H])(OC(=O)C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	0.5902140672782875	No	CC12CCC(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O	CCC=CCC(=O)OC(COC(=O)CCCCCCCCCCC)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
NCGC00347405-02!(4S_5Z_6S)-5-[2-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyethylidene]-4-(2-methoxy-2-oxoethyl)-6-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic_acid_M+H	566.164	3.0	16.0	0.0	14.0	42.0	Isomelitric_acid_A_Di-Me_ester	8.0	5.0	2.0	39.0	1.0	33.0	1094.0	C26H30O14	14.0	Terpenoids	COC(=O)C[C@H]1\C(=C\COC(=O)\C=C\C2=CC=C(O)C=C2)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C1C(O)=O	C29H26O12	[H]OC1=C(O[H])C([H])=C(C([H])=C(OC2=C(O[H])C([H])=C([H])C(C([H])=C([H])C(=O)OC([H])(C(=O)OC([H])([H])[H])C([H])([H])C3=C([H])C(O[H])=C(O[H])C([H])=C3[H])=C2[H])C(=O)OC([H])([H])[H])C([H])=C1[H]	0.3669384729429207	No	COC(=O)CC1C(C(=O)O)=COC(OC2OC(CO)C(O)C(O)C2O)C1=CCOC(=O)C=Cc1ccc(O)cc1	COC(=O)C(=Cc1ccc(O)c(O)c1)Oc1cc(C=CC(=O)OC(Cc2ccc(O)c(O)c2)C(=O)OC)ccc1O
NCGC00180645-03!2-acetamido-3-(1H-indol-3-yl)propanoic_acid_M+H	246.1	2.0	1.0	4.0	8.0	20.0	NCGC00180645-03!2-acetamido-3-(1H-indol-3-yl)propanoic_acid_M+H	8.0	1.0	4.0	4.0	0.0	478.0	1221.0	C13H14N2O3	12.0	aminoacids/peptides	CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O	C13H14N2O3	[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H]	1.0	Yes	CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
NCGC00180525-02!5_7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[3_4_5-trihydroxy-6-[[(2R_3R_4R_5R_6S)-3_4_5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one_M+H	624.169	1.0	21.0	0.0	14.0	40.0	4'_5_6_7-Tetrahydroxy-3'-methoxyflavone_7-O-[3-Hydroxy-3-methylglutaroyl-(Šæê6)-Ô_-D-glucopyranoside]	8.0	2.0	4.0	3.0	-1.0	930.0	930.0	C28H32O16	18.0	Flavonoids	COC1=C(O)C=CC(=C1)C2=C(OC3OC(CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(O)C(O)C3O)C(=O)C5=C(O2)C=C(O)C=C5O	C28H30O16	[H]OC(=O)C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])C1([H])OC([H])(OC2=C(O[H])C(O[H])=C3C(=O)C([H])=C(OC3=C2[H])C2=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C2[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	0.7842465753424658	No	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O	COc1cc(-c2cc(=O)c3c(O)c(O)c(OC4OC(COC(=O)CC(C)(O)CC(=O)O)C(O)C(O)C4O)cc3o2)ccc1O
NCGC00180099-02!methyl_2-[(3-formamido-2-hydroxybenzoyl)amino]-3-hydroxybutanoate_M+H	296.101	4.0	4.0	4.0	14.0	31.0	NCGC00180099-02!methyl_2-[(3-formamido-2-hydroxybenzoyl)amino]-3-hydroxybutanoate_M+H	8.0	1.0	2.0	19.0	1.0	13.0	1490.0	C13H16N2O6	9.0	none	COC(=O)C(NC(=O)C1=C(O)C(NC=O)=CC=C1)C(C)O	C13H16N2O6	[H]OC1=C(C([H])=C([H])C([H])=C1N([H])C([H])=O)C(=O)N([H])C([H])(C(=O)OC([H])([H])[H])C([H])(O[H])C([H])([H])[H]	1.0	Yes	COC(=O)C(NC(=O)c1cccc(NC=O)c1O)C(C)O	COC(=O)C(NC(=O)c1cccc(NC=O)c1O)C(C)O
NCGC00179920-02![(2S_3R_4R_5S_6S)-2-[[(1aS_1bS_2S_5aR_6S_6aS)-1a-(hydroxymethyl)-2-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2_5a_6_6a-tetrahydro-1bH-oxireno[5_6]cyclopenta[1_3-c]pyran-6-yl]oxy]-5-hydroxy-6-methyl-3-[(E)-3-phenylprop-2-enoyl]oxyoxan-4-yl]_(E)-3-phenylprop-2-enoate_M+H	768.263	3.0	22.0	0.0	14.0	58.0	NCGC00179920-02![(2S_3R_4R_5S_6S)-2-[[(1aS_1bS_2S_5aR_6S_6aS)-1a-(hydroxymethyl)-2-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2_5a_6_6a-tetrahydro-1bH-oxireno[5_6]cyclopenta[1_3-c]pyran-6-yl]oxy]-5-hydroxy-6-methyl-3-[(E)-3-phenylprop-2-enoyl]oxyoxan-4-yl]_(E)-3-phenylprop-2-enoate_M+H	8.0	1.0	3.0	2.0	1.0	29.0	535.0	C39H44O16	2.0	Terpenoids	C[C@@H]1O[C@@H](O[C@@H]2[C@@H]3O[C@]3(CO)[C@@H]4[C@H]2C=CO[C@H]4O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](OC(=O)\C=C\C6=CC=CC=C6)[C@H](OC(=O)\C=C\C7=CC=CC=C7)[C@H]1O	C39H44O16	[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@]2([H])OC([H])=C([H])[C@@]3([H])[C@]([H])(O[C@]4([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(OC(=O)C([H])=C([H])C5=C([H])C([H])=C([H])C([H])=C5[H])[C@@]4([H])OC(=O)C([H])=C([H])C4=C([H])C([H])=C([H])C([H])=C4[H])[C@]4([H])O[C@]4(C([H])([H])O[H])[C@@]23[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]	1.0	Yes	CC1OC(OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C=Cc2ccccc2)C1O	CC1OC(OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)C(OC(=O)C=Cc2ccccc2)C(OC(=O)C=Cc2ccccc2)C1O
NCGC00179887-02!3-[(2S_3R_4S_5R_6R)-6-[[(2R_3R_4R_5S_6S)-3_5-dihydroxy-6-methyl-4-[(2S_3R_4R_5R_6S)-3_4_5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3_4_5-trihydroxyoxan-2-yl]oxy-2-(3_4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one_M+H	770.227	1.0	27.0	0.0	18.0	57.0	Isorhamnetin_3_4'-diglycosides_3-O-[Ô±-L-Rhamnopyranosyl-(1Šæê6)-Ô_-D-glucopyranoside]__4'-O-Ô±-L-rhamnopyranoside	8.0	1.0	4.0	3.0	-1.0	512.0	512.0	C34H42O20	13.0	Flavonoids	COC1=CC2=C(C(=O)C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)=C(O2)C6=CC(O)=C(O)C=C6)C(O)=C1	C34H42O20	[H]OC1=C([H])C(O[H])=C2C(=O)C(OC3([H])OC([H])(C([H])([H])OC4([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])=C(OC2=C1[H])C1=C([H])C(OC([H])([H])[H])=C(OC2([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])=C1[H]	0.9592727272727273	Yes	COc1cc(O)c2c(=O)c(OC3OC(COC4OC(C)C(O)C(OC5OC(C)C(O)C(O)C5O)C4O)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1OC1OC(C)C(O)C(O)C1O
NCGC00169960-03!(2E_4E)-12-[(10E_12E)-13-carboxy-3-hydroxy-2-(hydroxymethyl)-8_10_12-trimethyltrideca-10_12-dienoyl]oxy-13-(hydroxymethyl)-3_5_7-trimethyltetradeca-2_4-dienedioic_acid_M+H	666.398	2.0	8.0	0.0	4.0	76.0	NCGC00169960-03!(2E_4E)-12-[(10E_12E)-13-carboxy-3-hydroxy-2-(hydroxymethyl)-8_10_12-trimethyltrideca-10_12-dienoyl]oxy-13-(hydroxymethyl)-3_5_7-trimethyltetradeca-2_4-dienedioic_acid_M+H	8.0	1.0	2.0	23.0	1.0	7.0	758.0	C36H58O11	6.0	none	CC(CCCCC(O)C(CO)C(=O)OC(CCCCC(C)C\C(C)=C\C(C)=C\C(O)=O)C(CO)C(O)=O)C\C(C)=C\C(C)=C\C(O)=O	C36H58O11	[H]OC(=O)C([H])=C(C([H])=C(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(O[H])C([H])(C(=O)OC([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(=C([H])C(=C([H])C(=O)O[H])C([H])([H])[H])C([H])([H])[H])C([H])(C(=O)O[H])C([H])([H])O[H])C([H])([H])O[H])C([H])([H])[H]	1.0	Yes	CC(=CC(=O)O)C=C(C)CC(C)CCCCC(O)C(CO)C(=O)OC(CCCCC(C)CC(C)=CC(C)=CC(=O)O)C(CO)C(=O)O	CC(=CC(=O)O)C=C(C)CC(C)CCCCC(O)C(CO)C(=O)OC(CCCCC(C)CC(C)=CC(C)=CC(=O)O)C(CO)C(=O)O
NCGC00169899-02!5-hydroxy-7-(4-hydroxyphenyl)-2-methyl-2-[[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[[(2R_3R_4R_5R_6S)-3_4_5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]pyrano[3_2-g]chromen-6-one_M+H	660.205	1.0	20.0	0.0	10.0	54.0	NCGC00169899-02!5-hydroxy-7-(4-hydroxyphenyl)-2-methyl-2-[[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[[(2R_3R_4R_5R_6S)-3_4_5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]pyrano[3_2-g]chromen-6-one_M+H	8.0	1.0	5.0	1.0	-1.0	702.0	702.0	C32H36O15	8.0	none	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCC3(C)OC4=C(C=C3)C(O)=C5C(=O)C(=COC5=C4)C6=CC=C(O)C=C6)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	C32H36O15	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])OC2=C([H])C3=C(C([H])=C([H])C(O3)(C([H])([H])[H])C([H])([H])O[C@]3([H])O[C@]([H])(C([H])([H])O[C@]4([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]4([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])C(O[H])=C2C1=O	1.0	Yes	CC1OC(OCC2OC(OCC3(C)C=Cc4c(cc5occ(-c6ccc(O)cc6)c(=O)c5c4O)O3)C(O)C(O)C2O)C(O)C(O)C1O	CC1OC(OCC2OC(OCC3(C)C=Cc4c(cc5occ(-c6ccc(O)cc6)c(=O)c5c4O)O3)C(O)C(O)C2O)C(O)C(O)C1O
NCGC00169723-02![(2S_3R_4R_5R_6S)-2-[2-(3_4-dihydroxyphenyl)-5_7-dihydroxy-4-oxochromen-3-yl]oxy-4_5-dihydroxy-6-methyloxan-3-yl]_3_4_5-trihydroxybenzoate_M+H	600.112	2.0	17.0	0.0	10.0	47.0	NCGC00169723-02![(2S_3R_4R_5R_6S)-2-[2-(3_4-dihydroxyphenyl)-5_7-dihydroxy-4-oxochromen-3-yl]oxy-4_5-dihydroxy-6-methyloxan-3-yl]_3_4_5-trihydroxybenzoate_M+H	8.0	1.0	5.0	1.0	1.0	41.0	889.0	C28H24O15	8.0	Flavonoids	C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C4=CC(O)=C(O)C=C4)[C@H](OC(=O)C5=CC(O)=C(O)C(O)=C5)[C@H](O)[C@H]1O	C28H24O15	[H]OC1=C([H])C2=C(C(O[H])=C1[H])C(=O)C(O[C@]1([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])OC(=O)C1=C([H])C(O[H])=C(O[H])C(O[H])=C1[H])=C(O2)C1=C([H])C(O[H])=C(O[H])C([H])=C1[H]	1.0	Yes	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(OC(=O)c2cc(O)c(O)c(O)c2)C(O)C1O	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(OC(=O)c2cc(O)c(O)c(O)c2)C(O)C1O
NCGC00169035-02!3-[(2S_3R_4S_5R_6R)-6-[[(2R_3R_4R_5S_6S)-3_5-dihydroxy-6-methyl-4-[(2S_3R_4R_5R_6S)-3_4_5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3_4_5-trihydroxyoxan-2-yl]oxy-5_7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one_M+H	740.216	1.0	25.0	0.0	14.0	49.0	NCGC00385601-01!5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S_3R_4R_5R_6S)-3_4_5-trihydroxy-6-methyloxan-2-yl]oxy-3-[(2S_3R_4S_5R_6R)-3_4_5-trihydroxy-6-[[(2S_3R_4R_5R_6S)-3_4_5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one_M+H	8.0	4.0	4.0	4.0	-1.0	538.0	538.0	C33H40O19	23.0	Flavonoids	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](C)O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=C(C4=O)C(O)=CC(O)=C5)C6=CC=C(O)C=C6)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	C33H40O19	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C1=C(O[C@]2([H])O[C@]([H])(C([H])([H])O[C@]3([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]3([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C(=O)C2=C(O1)C([H])=C(O[C@]1([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H])C([H])=C2O[H]	0.9661654135338346	Yes	CC1OC(OC2C(O)C(C)OC(OCC3OC(Oc4c(-c5ccc(O)cc5)oc5cc(O)cc(O)c5c4=O)C(O)C(O)C3O)C2O)C(O)C(O)C1O	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
NCGC00169007-03_C25H28O11_Cyclopenta[c]pyran-4-carboxylic_acid__1-(beta-D-glucopyranosyloxy)-1_4a_5_7a-tetrahydro-7-[[[(2E)-1-oxo-3-phenyl-2-propen-1-yl]oxy]methyl]-__(1S_4aS_7aS)-_M+H	504.163	2.0	13.0	0.0	10.0	42.0	NCGC00169007-03_C25H28O11_Cyclopenta[c]pyran-4-carboxylic_acid__1-(beta-D-glucopyranosyloxy)-1_4a_5_7a-tetrahydro-7-[[[(2E)-1-oxo-3-phenyl-2-propen-1-yl]oxy]methyl]-__(1S_4aS_7aS)-_M+H	8.0	1.0	4.0	1.0	1.0	34.0	1276.0	C25H28O11	13.0	Terpenoids	OC[C@H]1O[C@@H](O[C@@H]2O\C=C(/[C@H]3C\C=C(\COC(=O)\C=C\C4=CC=CC=C4)[C@@H]23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	C25H28O11	[H]OC(=O)C1=C([H])O[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]2([H])C(=C([H])C([H])([H])[C@]12[H])C([H])([H])OC(=O)C([H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H]	1.0	Yes	O=C(C=Cc1ccccc1)OCC1=CCC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C12	O=C(C=Cc1ccccc1)OCC1=CCC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C12
NCGC00168968-03_C24H28O11_[(1aS_1bS_2S_5aR_6S_6aS)-2-(beta-D-Glucopyranosyloxy)-6-hydroxy-1b_5a_6_6a-tetrahydrooxireno[4_5]cyclopenta[1_2-c]pyran-1a(2H)-yl]methyl_(2E)-3-phenylacrylate_M+H	492.163	2.0	15.0	0.0	10.0	99.0	Aucubigenin_10-O-(4-Hydroxycinnamoyl)__1-O-Ô_-D-glucopyranoside	8.0	4.0	5.0	3.0	1.0	32.0	1297.0	C24H28O11	13.0	Terpenoids	OC[C@H]1O[C@@H](O[C@@H]2O\C=C/[C@H]3[C@H](O)[C@@H]4O[C@]4(COC(=O)\C=C\C5=CC=CC=C5)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O	C24H28O11	[H]OC1=C([H])C([H])=C(C([H])=C([H])C(=O)OC([H])([H])C2=C([H])C([H])(O[H])C3([H])C([H])=C([H])OC([H])(OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])C23[H])C([H])=C1[H]	0.7048736462093863	Yes	O=C(C=Cc1ccccc1)OCC12OC1C(O)C1C=COC(OC3OC(CO)C(O)C(O)C3O)C12	O=C(C=Cc1ccc(O)cc1)OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12
NCGC00168819-02_C24H27N3O7_Prolinamide__N-(4-hydroxybenzoyl)valyl-N-(2-carboxy-6-hydroxyphenyl)-_M+H	469.185	4.0	3.0	7.0	14.0	80.0	NCGC00168819-02_C24H27N3O7_Prolinamide__N-(4-hydroxybenzoyl)valyl-N-(2-carboxy-6-hydroxyphenyl)-_M+H	8.0	1.0	4.0	1.0	4.0	1.0	1293.0	C24H27N3O7	1.0	none	CC(C)C(NC(=O)C1=CC=C(O)C=C1)C(=O)N2CCCC2C(=O)NC3=C(C=CC=C3O)C(O)=O	C24H27N3O7	[H]OC(=O)C1=C(N([H])C(=O)C2([H])N(C(=O)C([H])(N([H])C(=O)C3=C([H])C([H])=C(O[H])C([H])=C3[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])C(O[H])=C([H])C([H])=C1[H]	1.0	Yes	CC(C)C(NC(=O)c1ccc(O)cc1)C(=O)N1CCCC1C(=O)Nc1c(O)cccc1C(=O)O	CC(C)C(NC(=O)c1ccc(O)cc1)C(=O)N1CCCC1C(=O)Nc1c(O)cccc1C(=O)O
NCGC00160230-01!6-BENZOYLHETERATISINE_M+H	495.26199999999994	2.0	7.0	3.0	14.0	140.0	NCGC00160230-01!6-BENZOYLHETERATISINE_M+H	8.0	1.0	3.0	3.0	1.0	43.0	1268.0	C29H37NO6	6.0	none	CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1C([C@@H](OC(=O)C5=CC=CC=C5)C23)[C@@]6(O)CC[C@H]7CC4C6C(=O)O7	C29H37NO6	[H]O[C@]12C([H])([H])C([H])([H])[C@]3([H])OC(=O)C1([H])C([H])(C3([H])[H])[C@]13C4([H])N(C([H])([H])C([H])([H])[H])C([H])([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@]1([H])OC([H])([H])[H])C3([H])[C@]([H])(OC(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C24[H]	1.0	Yes	CCN1CC2(C)CCC(OC)C34C5CC6CCC(O)(C5C(=O)O6)C(C(OC(=O)c5ccccc5)C23)C14	CCN1CC2(C)CCC(OC)C34C5CC6CCC(O)(C5C(=O)O6)C(C(OC(=O)c5ccccc5)C23)C14
